LOW_ESTIMATE,HIGH_ESTIMATE,MEAN_ESTIMATE,DURATION,DISTANCE,CATEGORY
11.0,15.0,13.0,720,3.78,uberX
13.0,17.0,15.0,720,3.78,UberSELECT
15.0,19.0,17.0,1020,5.39,uberX
18.0,23.0,20.5,1020,5.39,UberSELECT
10.0,14.0,12.0,600,3.63,uberX
12.0,16.0,14.0,600,3.63,UberSELECT
12.0,16.0,14.0,960,4.35,uberX
15.0,19.0,17.0,960,4.35,UberSELECT
27.0,34.0,30.5,1860,10.41,uberX
32.0,40.0,36.0,1860,10.41,UberSELECT
10.0,14.0,12.0,600,3.63,uberX
12.0,16.0,14.0,600,3.63,UberSELECT
29.0,37.0,33.0,2040,11.34,uberX
35.0,44.0,39.5,2040,11.34,UberSELECT
16.0,21.0,18.5,1140,5.68,uberX
19.0,24.0,21.5,1140,5.68,UberSELECT
13.0,16.0,14.5,840,4.26,uberX
15.0,19.0,17.0,840,4.26,UberSELECT
27.0,34.0,30.5,2100,10.49,uberX
32.0,40.0,36.0,2100,10.49,UberSELECT
26.0,33.0,29.5,2040,10.34,uberX
31.0,39.0,35.0,2040,10.34,UberSELECT
12.0,15.0,13.5,840,3.88,uberX
14.0,18.0,16.0,840,3.88,UberSELECT
13.0,17.0,15.0,900,4.42,uberX
16.0,20.0,18.0,900,4.42,UberSELECT
11.0,15.0,13.0,720,3.59,uberX
13.0,17.0,15.0,720,3.59,UberSELECT
17.0,22.0,19.5,1140,6.79,uberX
21.0,27.0,24.0,1140,6.79,UberSELECT
13.0,17.0,15.0,780,4.94,uberX
15.0,20.0,17.5,780,4.94,UberSELECT
27.0,34.0,30.5,2040,10.5,uberX
32.0,40.0,36.0,2040,10.5,UberSELECT
29.0,37.0,33.0,2160,12.13,uberX
35.0,44.0,39.5,2160,12.13,UberSELECT
27.0,34.0,30.5,1980,10.99,uberX
32.0,41.0,36.5,1980,10.99,UberSELECT
6.0,8.0,7.0,180,0.96,uberX
6.0,9.0,7.5,180,0.96,UberSELECT
16.0,21.0,18.5,1260,5.96,uberX
19.0,25.0,22.0,1260,5.96,UberSELECT
11.0,14.0,12.5,720,3.49,uberX
13.0,17.0,15.0,720,3.49,UberSELECT
15.0,19.0,17.0,1140,5.33,uberX
17.0,22.0,19.5,1140,5.33,UberSELECT
15.0,20.0,17.5,1020,5.46,uberX
18.0,23.0,20.5,1020,5.46,UberSELECT
12.0,16.0,14.0,900,3.95,uberX
14.0,19.0,16.5,900,3.95,UberSELECT
27.0,34.0,30.5,2040,11.27,uberX
33.0,41.0,37.0,2040,11.27,UberSELECT
12.0,15.0,13.5,720,4.21,uberX
14.0,18.0,16.0,720,4.21,UberSELECT
12.0,16.0,14.0,900,4.31,uberX
15.0,19.0,17.0,900,4.31,UberSELECT
10.0,14.0,12.0,660,3.63,uberX
12.0,16.0,14.0,660,3.63,UberSELECT
16.0,20.0,18.0,1140,5.77,uberX
22.0,28.0,25.0,1140,5.77,UberSELECT
25.0,32.0,28.5,1860,10.12,uberX
36.0,46.0,41.0,1860,10.12,UberSELECT
10.0,14.0,12.0,660,3.58,uberX
15.0,19.0,17.0,660,3.58,UberSELECT
12.0,16.0,14.0,900,4.31,uberX
19.0,24.0,21.5,900,4.31,UberSELECT
9.0,12.0,10.5,540,2.92,uberX
13.0,17.0,15.0,540,2.92,UberSELECT
15.0,20.0,17.5,1080,5.37,uberX
18.0,23.0,20.5,1080,5.37,UberSELECT
17.0,22.0,19.5,1140,6.79,uberX
21.0,26.0,23.5,1140,6.79,UberSELECT
10.0,14.0,12.0,780,3.27,uberX
12.0,16.0,14.0,780,3.27,UberSELECT
14.0,18.0,16.0,840,5.08,uberX
16.0,21.0,18.5,840,5.08,UberSELECT
11.0,14.0,12.5,720,3.69,uberX
13.0,17.0,15.0,720,3.69,UberSELECT
15.0,19.0,17.0,1140,5.23,uberX
18.0,23.0,20.5,1140,5.23,UberSELECT
15.0,19.0,17.0,1380,4.54,uberX
17.0,22.0,19.5,1380,4.54,UberSELECT
25.0,31.0,28.0,1440,10.68,uberX
29.0,37.0,33.0,1440,10.68,UberSELECT
22.0,28.0,25.0,1560,8.42,uberX
26.0,33.0,29.5,1560,8.42,UberSELECT
15.0,19.0,17.0,1380,4.54,uberX
17.0,22.0,19.5,1380,4.54,UberSELECT
11.0,14.0,12.5,660,3.62,uberX
13.0,16.0,14.5,660,3.62,UberSELECT
16.0,20.0,18.0,1200,5.55,uberX
19.0,24.0,21.5,1200,5.55,UberSELECT
6.0,9.0,7.5,240,1.63,uberX
7.0,10.0,8.5,240,1.63,UberSELECT
27.0,34.0,30.5,2040,11.43,uberX
33.0,41.0,37.0,2040,11.43,UberSELECT
20.0,25.0,22.5,1380,7.51,uberX
24.0,30.0,27.0,1380,7.51,UberSELECT
8.0,11.0,9.5,480,2.66,uberX
10.0,13.0,11.5,480,2.66,UberSELECT
19.0,24.0,21.5,1380,7.01,uberX
22.0,28.0,25.0,1380,7.01,UberSELECT
22.0,28.0,25.0,1680,8.52,uberX
26.0,33.0,29.5,1680,8.52,UberSELECT
13.0,17.0,15.0,1020,4.45,uberX
15.0,20.0,17.5,1020,4.45,UberSELECT
24.0,31.0,27.5,1680,9.95,uberX
29.0,36.0,32.5,1680,9.95,UberSELECT
15.0,19.0,17.0,1140,5.15,uberX
18.0,23.0,20.5,1140,5.15,UberSELECT
19.0,25.0,22.0,1380,7.33,uberX
23.0,29.0,26.0,1380,7.33,UberSELECT
6.0,8.0,7.0,300,1.45,uberX
7.0,10.0,8.5,300,1.45,UberSELECT
11.0,15.0,13.0,720,3.86,uberX
13.0,17.0,15.0,720,3.86,UberSELECT
23.0,29.0,26.0,1500,8.8,uberX
27.0,34.0,30.5,1500,8.8,UberSELECT
15.0,19.0,17.0,1140,5.41,uberX
18.0,23.0,20.5,1140,5.41,UberSELECT
8.0,11.0,9.5,420,2.65,uberX
10.0,13.0,11.5,420,2.65,UberSELECT
22.0,28.0,25.0,1740,8.66,uberX
27.0,34.0,30.5,1740,8.66,UberSELECT
12.0,16.0,14.0,1020,4.38,uberX
14.0,19.0,16.5,1020,4.38,UberSELECT
13.0,17.0,15.0,1020,4.29,uberX
15.0,20.0,17.5,1020,4.29,UberSELECT
23.0,29.0,26.0,1800,9.1,uberX
27.0,35.0,31.0,1800,9.1,UberSELECT
21.0,27.0,24.0,1620,8.43,uberX
26.0,32.0,29.0,1620,8.43,UberSELECT
8.0,11.0,9.5,540,2.59,uberX
10.0,13.0,11.5,540,2.59,UberSELECT
19.0,24.0,21.5,1320,7.43,uberX
23.0,29.0,26.0,1320,7.43,UberSELECT
25.0,31.0,28.0,1680,10.01,uberX
30.0,37.0,33.5,1680,10.01,UberSELECT
6.0,8.0,7.0,180,0.84,uberX
6.0,9.0,7.5,180,0.84,UberSELECT
15.0,19.0,17.0,1020,5.25,uberX
18.0,23.0,20.5,1020,5.25,UberSELECT
32.0,40.0,36.0,2340,13.24,uberX
38.0,47.0,42.5,2340,13.24,UberSELECT
7.0,9.0,8.0,360,1.92,uberX
8.0,11.0,9.5,360,1.92,UberSELECT
15.0,20.0,17.5,1080,5.6,uberX
18.0,23.0,20.5,1080,5.6,UberSELECT
25.0,32.0,28.5,1920,10.94,uberX
30.0,37.0,33.5,1920,10.94,UberSELECT
23.0,29.0,26.0,1740,9.45,uberX
27.0,35.0,31.0,1740,9.45,UberSELECT
15.0,19.0,17.0,1020,5.55,uberX
18.0,23.0,20.5,1020,5.55,UberSELECT
23.0,30.0,26.5,1860,9.04,uberX
28.0,35.0,31.5,1860,9.04,UberSELECT
7.0,10.0,8.5,480,2.05,uberX
9.0,12.0,10.5,480,2.05,UberSELECT
16.0,21.0,18.5,1260,5.92,uberX
20.0,25.0,22.5,1260,5.92,UberSELECT
16.0,21.0,18.5,1140,6.16,uberX
19.0,25.0,22.0,1140,6.16,UberSELECT
9.0,12.0,10.5,600,3.0,uberX
11.0,15.0,13.0,600,3.0,UberSELECT
12.0,16.0,14.0,660,4.25,uberX
14.0,18.0,16.0,660,4.25,UberSELECT
16.0,21.0,18.5,1260,5.96,uberX
19.0,25.0,22.0,1260,5.96,UberSELECT
14.0,18.0,16.0,840,5.26,uberX
17.0,22.0,19.5,840,5.26,UberSELECT
14.0,19.0,16.5,1200,4.75,uberX
17.0,22.0,19.5,1200,4.75,UberSELECT
6.0,9.0,7.5,360,1.55,uberX
7.0,10.0,8.5,360,1.55,UberSELECT
15.0,19.0,17.0,1140,5.47,uberX
18.0,23.0,20.5,1140,5.47,UberSELECT
20.0,25.0,22.5,1440,7.71,uberX
24.0,30.0,27.0,1440,7.71,UberSELECT
17.0,22.0,19.5,1320,6.79,uberX
20.0,26.0,23.0,1320,6.79,UberSELECT
22.0,28.0,25.0,1680,8.46,uberX
26.0,33.0,29.5,1680,8.46,UberSELECT
24.0,30.0,27.0,1980,9.05,uberX
28.0,36.0,32.0,1980,9.05,UberSELECT
19.0,24.0,21.5,1380,7.49,uberX
23.0,29.0,26.0,1380,7.49,UberSELECT
9.0,13.0,11.0,540,2.92,uberX
11.0,15.0,13.0,540,2.92,UberSELECT
12.0,15.0,13.5,840,4.09,uberX
14.0,18.0,16.0,840,4.09,UberSELECT
8.0,11.0,9.5,360,2.49,uberX
9.0,13.0,11.0,360,2.49,UberSELECT
9.0,12.0,10.5,540,2.63,uberX
11.0,14.0,12.5,540,2.63,UberSELECT
13.0,18.0,15.5,1020,4.75,uberX
16.0,21.0,18.5,1020,4.75,UberSELECT
13.0,16.0,14.5,840,4.16,uberX
15.0,19.0,17.0,840,4.16,UberSELECT
8.0,10.0,9.0,420,2.17,uberX
9.0,12.0,10.5,420,2.17,UberSELECT
17.0,21.0,19.0,1140,6.45,uberX
20.0,25.0,22.5,1140,6.45,UberSELECT
11.0,15.0,13.0,660,3.83,uberX
13.0,17.0,15.0,660,3.83,UberSELECT
14.0,19.0,16.5,1080,5.1,uberX
17.0,22.0,19.5,1080,5.1,UberSELECT
12.0,16.0,14.0,1080,4.29,uberX
15.0,19.0,17.0,1080,4.29,UberSELECT
11.0,14.0,12.5,720,3.43,uberX
13.0,17.0,15.0,720,3.43,UberSELECT
17.0,22.0,19.5,1320,6.52,uberX
20.0,26.0,23.0,1320,6.52,UberSELECT
18.0,22.0,20.0,1440,6.34,uberX
21.0,27.0,24.0,1440,6.34,UberSELECT
12.0,16.0,14.0,900,4.03,uberX
15.0,19.0,17.0,900,4.03,UberSELECT
14.0,18.0,16.0,1140,4.97,uberX
17.0,22.0,19.5,1140,4.97,UberSELECT
10.0,14.0,12.0,780,3.12,uberX
12.0,16.0,14.0,780,3.12,UberSELECT
14.0,18.0,16.0,1140,4.81,uberX
16.0,21.0,18.5,1140,4.81,UberSELECT
31.0,39.0,35.0,2520,11.95,uberX
37.0,47.0,42.0,2520,11.95,UberSELECT
22.0,27.0,24.5,1860,8.01,uberX
36.0,45.0,40.5,1860,8.01,UberSELECT
18.0,23.0,20.5,1500,6.61,uberX
29.0,37.0,33.0,1500,6.61,UberSELECT
32.0,40.0,36.0,2580,11.79,uberX
60.0,75.0,67.5,2580,11.79,UberSELECT
15.0,19.0,17.0,480,3.83,uberX
32.0,40.0,36.0,480,3.83,UberSELECT
17.0,22.0,19.5,1260,6.19,uberX
38.0,48.0,43.0,1260,6.19,UberSELECT
18.0,23.0,20.5,1140,4.9,uberX
37.0,46.0,41.5,1140,4.9,UberSELECT
40.0,50.0,45.0,2160,10.33,uberX
82.0,101.0,91.5,2160,10.33,UberSELECT
23.0,30.0,26.5,1140,6.34,uberX
61.0,76.0,68.5,1140,6.34,UberSELECT
23.0,29.0,26.0,2100,8.75,uberX
99.0,122.0,110.5,2100,8.75,UberSELECT
14.0,18.0,16.0,1140,4.78,uberX
60.0,74.0,67.0,1140,4.78,UberSELECT
20.0,26.0,23.0,1560,7.6,uberX
83.0,103.0,93.0,1560,7.6,UberSELECT
24.0,30.0,27.0,1320,6.49,uberX
69.0,86.0,77.5,1320,6.49,UberSELECT
21.0,27.0,24.0,1140,5.61,uberX
63.0,78.0,70.5,1140,5.61,UberSELECT
28.0,35.0,31.5,2460,11.04,uberX
110.0,136.0,123.0,2460,11.04,UberSELECT
23.0,29.0,26.0,2100,8.67,uberX
85.0,105.0,95.0,2100,8.67,UberSELECT
12.0,16.0,14.0,720,2.93,uberX
33.0,41.0,37.0,720,2.93,UberSELECT
17.0,22.0,19.5,1200,6.41,uberX
53.0,65.0,59.0,1200,6.41,UberSELECT
14.0,18.0,16.0,1080,4.62,uberX
37.0,47.0,42.0,1080,4.62,UberSELECT
23.0,29.0,26.0,2100,8.6,uberX
65.0,81.0,73.0,2100,8.6,UberSELECT
12.0,16.0,14.0,840,3.79,uberX
36.0,46.0,41.0,840,3.79,UberSELECT
27.0,34.0,30.5,1860,8.89,uberX
73.0,90.0,81.5,1860,8.89,UberSELECT
15.0,19.0,17.0,960,3.8,uberX
41.0,51.0,46.0,960,3.8,UberSELECT
25.0,32.0,28.5,2160,9.95,uberX
81.0,101.0,91.0,2160,9.95,UberSELECT
14.0,18.0,16.0,1080,4.79,uberX
39.0,49.0,44.0,1080,4.79,UberSELECT
13.0,17.0,15.0,1080,4.57,uberX
35.0,43.0,39.0,1080,4.57,UberSELECT
24.0,31.0,27.5,2100,9.39,uberX
66.0,82.0,74.0,2100,9.39,UberSELECT
18.0,23.0,20.5,1320,6.63,uberX
52.0,65.0,58.5,1320,6.63,UberSELECT
16.0,20.0,18.0,1080,5.83,uberX
50.0,62.0,56.0,1080,5.83,UberSELECT
17.0,21.0,19.0,1440,5.75,uberX
55.0,69.0,62.0,1440,5.75,UberSELECT
27.0,34.0,30.5,2280,10.36,uberX
85.0,106.0,95.5,2280,10.36,UberSELECT
13.0,18.0,15.5,1200,4.61,uberX
38.0,48.0,43.0,1200,4.61,UberSELECT
9.0,13.0,11.0,600,2.71,uberX
21.0,27.0,24.0,600,2.71,UberSELECT
17.0,22.0,19.5,1080,6.38,uberX
36.0,45.0,40.5,1080,6.38,UberSELECT
13.0,17.0,15.0,960,4.44,uberX
21.0,27.0,24.0,960,4.44,UberSELECT
22.0,28.0,25.0,2160,8.42,uberX
32.0,40.0,36.0,2160,8.42,UberSELECT
12.0,16.0,14.0,780,4.06,uberX
14.0,19.0,16.5,780,4.06,UberSELECT
12.0,16.0,14.0,780,4.14,uberX
14.0,19.0,16.5,780,4.14,UberSELECT
27.0,35.0,31.0,1920,10.77,uberX
33.0,41.0,37.0,1920,10.77,UberSELECT
20.0,26.0,23.0,1380,8.41,uberX
24.0,31.0,27.5,1380,8.41,UberSELECT
12.0,15.0,13.5,840,3.92,uberX
14.0,18.0,16.0,840,3.92,UberSELECT
13.0,16.0,14.5,780,4.36,uberX
15.0,19.0,17.0,780,4.36,UberSELECT
9.0,13.0,11.0,600,2.88,uberX
11.0,15.0,13.0,600,2.88,UberSELECT
17.0,22.0,19.5,1140,6.79,uberX
20.0,26.0,23.0,1140,6.79,UberSELECT
25.0,31.0,28.0,1680,10.4,uberX
30.0,37.0,33.5,1680,10.4,UberSELECT
12.0,16.0,14.0,840,4.17,uberX
15.0,19.0,17.0,840,4.17,UberSELECT
14.0,19.0,16.5,900,5.25,uberX
17.0,22.0,19.5,900,5.25,UberSELECT
10.0,13.0,11.5,600,3.29,uberX
12.0,16.0,14.0,600,3.29,UberSELECT
11.0,15.0,13.0,660,3.87,uberX
13.0,17.0,15.0,660,3.87,UberSELECT
13.0,17.0,15.0,840,4.77,uberX
16.0,20.0,18.0,840,4.77,UberSELECT
27.0,34.0,30.5,2100,10.29,uberX
32.0,40.0,36.0,2100,10.29,UberSELECT
17.0,21.0,19.0,1020,6.43,uberX
20.0,25.0,22.5,1020,6.43,UberSELECT
11.0,15.0,13.0,600,3.86,uberX
13.0,18.0,15.5,600,3.86,UberSELECT
10.0,13.0,11.5,600,3.25,uberX
12.0,16.0,14.0,600,3.25,UberSELECT
16.0,21.0,18.5,1020,5.96,uberX
19.0,25.0,22.0,1020,5.96,UberSELECT
12.0,16.0,14.0,720,4.14,uberX
14.0,19.0,16.5,720,4.14,UberSELECT
24.0,31.0,27.5,1560,9.97,uberX
29.0,37.0,33.0,1560,9.97,UberSELECT
13.0,17.0,15.0,900,4.48,uberX
15.0,20.0,17.5,900,4.48,UberSELECT
17.0,22.0,19.5,1020,6.73,uberX
20.0,26.0,23.0,1020,6.73,UberSELECT
11.0,14.0,12.5,660,3.66,uberX
13.0,17.0,15.0,660,3.66,UberSELECT
12.0,16.0,14.0,720,4.3,uberX
15.0,19.0,17.0,720,4.3,UberSELECT
14.0,18.0,16.0,900,4.96,uberX
16.0,21.0,18.5,900,4.96,UberSELECT
30.0,38.0,34.0,2040,12.31,uberX
36.0,45.0,40.5,2040,12.31,UberSELECT
13.0,17.0,15.0,780,4.79,uberX
16.0,20.0,18.0,780,4.79,UberSELECT
23.0,30.0,26.5,1680,9.39,uberX
28.0,35.0,31.5,1680,9.39,UberSELECT
12.0,16.0,14.0,720,4.42,uberX
15.0,19.0,17.0,720,4.42,UberSELECT
27.0,34.0,30.5,1800,10.95,uberX
32.0,41.0,36.5,1800,10.95,UberSELECT
14.0,18.0,16.0,1020,4.94,uberX
17.0,22.0,19.5,1020,4.94,UberSELECT
25.0,31.0,28.0,1200,6.42,uberX
30.0,37.0,33.5,1200,6.42,UberSELECT
13.0,17.0,15.0,780,4.78,uberX
16.0,20.0,18.0,780,4.78,UberSELECT
13.0,17.0,15.0,780,4.58,uberX
15.0,20.0,17.5,780,4.58,UberSELECT
21.0,27.0,24.0,1440,8.38,uberX
25.0,32.0,28.5,1440,8.38,UberSELECT
17.0,22.0,19.5,1140,6.79,uberX
21.0,26.0,23.5,1140,6.79,UberSELECT
23.0,30.0,26.5,1620,9.38,uberX
28.0,35.0,31.5,1620,9.38,UberSELECT
25.0,32.0,28.5,1800,9.88,uberX
30.0,38.0,34.0,1800,9.88,UberSELECT
14.0,18.0,16.0,900,4.24,uberX
16.0,21.0,18.5,900,4.24,UberSELECT
10.0,14.0,12.0,660,3.27,uberX
12.0,16.0,14.0,660,3.27,UberSELECT
31.0,39.0,35.0,1980,12.22,uberX
37.0,46.0,41.5,1980,12.22,UberSELECT
13.0,17.0,15.0,840,4.85,uberX
16.0,21.0,18.5,840,4.85,UberSELECT
33.0,41.0,37.0,1860,11.43,uberX
39.0,49.0,44.0,1860,11.43,UberSELECT
19.0,24.0,21.5,1080,5.93,uberX
22.0,28.0,25.0,1080,5.93,UberSELECT
12.0,16.0,14.0,840,4.22,uberX
17.0,22.0,19.5,840,4.22,UberSELECT
7.0,10.0,8.5,300,1.63,uberX
7.0,10.0,8.5,300,1.63,UberSELECT
25.0,32.0,28.5,1140,6.34,uberX
24.0,31.0,27.5,1140,6.34,UberSELECT
30.0,37.0,33.5,1680,10.0,uberX
47.0,59.0,53.0,1680,10.0,UberSELECT
32.0,41.0,36.5,1980,12.92,uberX
66.0,81.0,73.5,1980,12.92,UberSELECT
17.0,22.0,19.5,1140,6.63,uberX
28.0,36.0,32.0,1140,6.63,UberSELECT
12.0,16.0,14.0,840,4.41,uberX
18.0,23.0,20.5,840,4.41,UberSELECT
14.0,18.0,16.0,720,4.08,uberX
14.0,18.0,16.0,720,4.08,UberSELECT
19.0,24.0,21.5,1080,4.67,uberX
21.0,26.0,23.5,1080,4.67,UberSELECT
27.0,34.0,30.5,1500,8.06,uberX
42.0,53.0,47.5,1500,8.06,UberSELECT
16.0,20.0,18.0,840,4.75,uberX
31.0,39.0,35.0,840,4.75,UberSELECT
10.0,14.0,12.0,420,2.14,uberX
20.0,26.0,23.0,420,2.14,UberSELECT
25.0,32.0,28.5,1080,6.28,uberX
51.0,64.0,57.5,1080,6.28,UberSELECT
40.0,50.0,45.0,1800,9.58,uberX
92.0,114.0,103.0,1800,9.58,UberSELECT
18.0,23.0,20.5,660,3.83,uberX
40.0,50.0,45.0,660,3.83,UberSELECT
17.0,21.0,19.0,1020,6.25,uberX
57.0,71.0,64.0,1020,6.25,UberSELECT
13.0,17.0,15.0,840,4.71,uberX
43.0,54.0,48.5,840,4.71,UberSELECT
20.0,26.0,23.0,1260,7.86,uberX
56.0,69.0,62.5,1260,7.86,UberSELECT
23.0,30.0,26.5,1440,9.22,uberX
59.0,73.0,66.0,1440,9.22,UberSELECT
20.0,26.0,23.0,1320,7.8,uberX
46.0,57.0,51.5,1320,7.8,UberSELECT
14.0,18.0,16.0,960,4.96,uberX
29.0,37.0,33.0,960,4.96,UberSELECT
11.0,14.0,12.5,600,3.75,uberX
17.0,21.0,19.0,600,3.75,UberSELECT
13.0,17.0,15.0,840,4.88,uberX
16.0,20.0,18.0,840,4.88,UberSELECT
13.0,17.0,15.0,840,5.0,uberX
16.0,21.0,18.5,840,5.0,UberSELECT
14.0,18.0,16.0,840,5.14,uberX
16.0,21.0,18.5,840,5.14,UberSELECT
24.0,30.0,27.0,1440,9.63,uberX
28.0,36.0,32.0,1440,9.63,UberSELECT
26.0,33.0,29.5,1620,10.5,uberX
31.0,39.0,35.0,1620,10.5,UberSELECT
12.0,15.0,13.5,660,3.94,uberX
14.0,18.0,16.0,660,3.94,UberSELECT
30.0,38.0,34.0,1860,12.0,uberX
36.0,45.0,40.5,1860,12.0,UberSELECT
10.0,13.0,11.5,540,3.32,uberX
12.0,15.0,13.5,540,3.32,UberSELECT
11.0,14.0,12.5,600,3.94,uberX
13.0,17.0,15.0,600,3.94,UberSELECT
27.0,34.0,30.5,1560,11.43,uberX
32.0,41.0,36.5,1560,11.43,UberSELECT
13.0,17.0,15.0,780,4.74,uberX
15.0,20.0,17.5,780,4.74,UberSELECT
14.0,18.0,16.0,900,5.05,uberX
16.0,21.0,18.5,900,5.05,UberSELECT
21.0,27.0,24.0,1020,8.12,uberX
25.0,31.0,28.0,1020,8.12,UberSELECT
26.0,33.0,29.5,1500,10.87,uberX
31.0,39.0,35.0,1500,10.87,UberSELECT
14.0,18.0,16.0,900,5.1,uberX
16.0,21.0,18.5,900,5.1,UberSELECT
22.0,28.0,25.0,1320,9.18,uberX
27.0,34.0,30.5,1320,9.18,UberSELECT
27.0,34.0,30.5,1560,10.68,uberX
32.0,40.0,36.0,1560,10.68,UberSELECT
13.0,17.0,15.0,780,4.75,uberX
15.0,20.0,17.5,780,4.75,UberSELECT
6.0,9.0,7.5,300,1.67,uberX
7.0,10.0,8.5,300,1.67,UberSELECT
10.0,14.0,12.0,600,3.46,uberX
12.0,16.0,14.0,600,3.46,UberSELECT
27.0,34.0,30.5,1560,11.09,uberX
32.0,41.0,36.5,1560,11.09,UberSELECT
15.0,19.0,17.0,840,5.55,uberX
18.0,23.0,20.5,840,5.55,UberSELECT
22.0,29.0,25.5,1320,9.29,uberX
27.0,34.0,30.5,1320,9.29,UberSELECT
16.0,21.0,18.5,960,6.32,uberX
19.0,25.0,22.0,960,6.32,UberSELECT
19.0,25.0,22.0,1140,7.78,uberX
23.0,29.0,26.0,1140,7.78,UberSELECT
18.0,23.0,20.5,1020,6.57,uberX
21.0,27.0,24.0,1020,6.57,UberSELECT
14.0,18.0,16.0,900,5.1,uberX
16.0,21.0,18.5,900,5.1,UberSELECT
23.0,29.0,26.0,1320,9.38,uberX
27.0,34.0,30.5,1320,9.38,UberSELECT
33.0,41.0,37.0,1560,12.92,uberX
39.0,49.0,44.0,1560,12.92,UberSELECT
26.0,33.0,29.5,1560,11.42,uberX
31.0,39.0,35.0,1560,11.42,UberSELECT
21.0,27.0,24.0,1320,8.3,uberX
26.0,32.0,29.0,1320,8.3,UberSELECT
25.0,31.0,28.0,1440,10.41,uberX
29.0,37.0,33.0,1440,10.41,UberSELECT
12.0,16.0,14.0,780,4.48,uberX
15.0,19.0,17.0,780,4.48,UberSELECT
24.0,30.0,27.0,1500,9.81,uberX
29.0,36.0,32.5,1500,9.81,UberSELECT
24.0,30.0,27.0,1560,10.12,uberX
28.0,36.0,32.0,1560,10.12,UberSELECT
10.0,13.0,11.5,540,3.35,uberX
11.0,15.0,13.0,540,3.35,UberSELECT
8.0,11.0,9.5,480,2.51,uberX
10.0,13.0,11.5,480,2.51,UberSELECT
11.0,14.0,12.5,600,3.82,uberX
13.0,17.0,15.0,600,3.82,UberSELECT
13.0,17.0,15.0,780,4.56,uberX
15.0,20.0,17.5,780,4.56,UberSELECT
11.0,15.0,13.0,780,4.06,uberX
14.0,18.0,16.0,780,4.06,UberSELECT
18.0,24.0,21.0,1140,7.24,uberX
22.0,28.0,25.0,1140,7.24,UberSELECT
9.0,12.0,10.5,540,3.19,uberX
11.0,15.0,13.0,540,3.19,UberSELECT
28.0,35.0,31.5,1500,12.37,uberX
34.0,42.0,38.0,1500,12.37,UberSELECT
6.0,9.0,7.5,240,1.63,uberX
7.0,10.0,8.5,240,1.63,UberSELECT
8.0,11.0,9.5,420,2.59,uberX
10.0,13.0,11.5,420,2.59,UberSELECT
13.0,17.0,15.0,840,4.49,uberX
15.0,20.0,17.5,840,4.49,UberSELECT
12.0,15.0,13.5,720,4.25,uberX
14.0,18.0,16.0,720,4.25,UberSELECT
11.0,15.0,13.0,780,4.1,uberX
14.0,18.0,16.0,780,4.1,UberSELECT
24.0,30.0,27.0,1680,10.14,uberX
29.0,36.0,32.5,1680,10.14,UberSELECT
15.0,19.0,17.0,900,5.88,uberX
18.0,23.0,20.5,900,5.88,UberSELECT
16.0,20.0,18.0,900,6.53,uberX
19.0,24.0,21.5,900,6.53,UberSELECT
13.0,17.0,15.0,720,5.12,uberX
16.0,20.0,18.0,720,5.12,UberSELECT
10.0,13.0,11.5,540,3.29,uberX
11.0,15.0,13.0,540,3.29,UberSELECT
11.0,14.0,12.5,600,3.78,uberX
13.0,17.0,15.0,600,3.78,UberSELECT
13.0,17.0,15.0,720,4.74,uberX
15.0,19.0,17.0,720,4.74,UberSELECT
11.0,15.0,13.0,720,4.03,uberX
13.0,17.0,15.0,720,4.03,UberSELECT
21.0,26.0,23.5,1260,8.46,uberX
25.0,31.0,28.0,1260,8.46,UberSELECT
23.0,29.0,26.0,1440,9.55,uberX
27.0,34.0,30.5,1440,9.55,UberSELECT
14.0,18.0,16.0,840,5.5,uberX
17.0,22.0,19.5,840,5.5,UberSELECT
22.0,28.0,25.0,1560,9.21,uberX
27.0,34.0,30.5,1560,9.21,UberSELECT
24.0,31.0,27.5,1440,10.21,uberX
29.0,37.0,33.0,1440,10.21,UberSELECT
28.0,35.0,31.5,1080,7.6,uberX
22.0,28.0,25.0,1080,7.6,UberSELECT
14.0,19.0,16.5,600,4.0,uberX
13.0,17.0,15.0,600,4.0,UberSELECT
8.0,11.0,9.5,420,2.77,uberX
10.0,13.0,11.5,420,2.77,UberSELECT
9.0,12.0,10.5,480,3.03,uberX
11.0,14.0,12.5,480,3.03,UberSELECT
12.0,16.0,14.0,780,4.52,uberX
14.0,19.0,16.5,780,4.52,UberSELECT
6.0,8.0,7.0,120,0.66,uberX
6.0,9.0,7.5,120,0.66,UberSELECT
6.0,9.0,7.5,300,1.7,uberX
7.0,10.0,8.5,300,1.7,UberSELECT
13.0,17.0,15.0,840,4.73,uberX
15.0,20.0,17.5,840,4.73,UberSELECT
35.0,44.0,39.5,1440,10.68,uberX
30.0,38.0,34.0,1440,10.68,UberSELECT
25.0,31.0,28.0,1560,10.35,uberX
29.0,37.0,33.0,1560,10.35,UberSELECT
22.0,28.0,25.0,1140,6.1,uberX
19.0,24.0,21.5,1140,6.1,UberSELECT
16.0,20.0,18.0,1020,6.18,uberX
19.0,24.0,21.5,1020,6.18,UberSELECT
8.0,11.0,9.5,420,2.81,uberX
10.0,13.0,11.5,420,2.81,UberSELECT
27.0,34.0,30.5,1500,12.08,uberX
32.0,41.0,36.5,1500,12.08,UberSELECT
20.0,25.0,22.5,1080,8.35,uberX
